상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번주소,도로명코드,도로명,건물관리번호,도로명주소,우편번호,층정보
MA0101202505A0067089,덤브치킨청주,율량점,I2,음식,I210,기타 간이,I21006,치킨,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,43,충청북도,43114,청주시 청원구,43114550,오근장동,4311410600,주중동,4311410600110060032,1,대지,충청북도 청주시 청원구 주중동 1006,431143349124,충청북도 청주시 청원구 율량로,4.3111132001018e+24,충청북도 청주시 청원구 율량로 54,28325.0,1.0
MA0101202505A0036520,더블유트리,테크노점,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,43,충청북도,43113,청주시 흥덕구,43113770,강서2동,4311313400,송절동,4311313400108129792,1,대지,충청북도 청주시 흥덕구 송절동 813,431133351696,충청북도 청주시 흥덕구 송화로,4.31131340010813e+24,충청북도 청주시 흥덕구 송화로 182,28292.0,1.0
MA0101202505A0040934,바나프레소충주,시청점,I2,음식,I212,비알코올,I21201,카페,I56229,기타 비알코올 음료점업,43,충청북도,43130,충주시,43130630,연수동,4313011800,연수동,4313011800108190208,1,대지,충청북도 충주시 연수동 819-1,431302238002,충청북도 충주시 국원대로,4.31301180010819e+24,충청북도 충주시 국원대로 206,27347.0,1.0
MA0101202505A0030407,세븐일레븐청주사창,미소점,G2,소매,G204,종합 소매,G20405,편의점,G46103,섬유; 의복; 신발 및 가죽제품 중개업,43,충청북도,43112,청주시 서원구,43112530,사창동,4311210200,사창동,4311210200101839872,1,대지,충청북도 청주시 서원구 사창동 184-6,431124511933,충청북도 청주시 서원구 천수로7번길,4.31131020010184e+24,충청북도 청주시 서원구 천수로7번길 6,28562.0,1.0
MA0101202505A0052414,빵집오빠,옥천점,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47216,빵류; 과자류 및 당류 소매업,43,충청북도,43730,옥천군,43730250,옥천읍,4373025036,옥천읍,4373025036101580288,1,대지,충청북도 옥천군 옥천읍 금구리 158-2,437303242048,충청북도 옥천군 옥천읍 중앙로,4.37302503610158e+24,충청북도 옥천군 옥천읍 중앙로 32-2,29047.0,1.0
MA0101202505A0029689,메가엠지씨커피청주,율량점,I2,음식,I212,비알코올,I21201,카페,I56221,커피 전문점,43,충청북도,43114,청주시 청원구,43114550,오근장동,4311410500,주성동,4311410500103569920,1,대지,충청북도 청주시 청원구 주성동 357,431144844115,충청북도 청주시 청원구 주성로279번길,4.31141050010357e+24,충청북도 청주시 청원구 주성로279번길 27,28318.0,1.0
MA0101202505A0089249,커슐랭,용암점,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,43,충청북도,43111,청주시 상당구,43111720,용암1동,4311112400,용암동,4311112400129530368,1,대지,충청북도 청주시 상당구 용암동 2953,431114508152,충청북도 청주시 상당구 단재로196번길,4.3111124001076e+24,충청북도 청주시 상당구 단재로196번길 9,28788.0,1.0
MA0101202505A0042430,세븐일레븐충주산척,송강점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,43,충청북도,43130,충주시,43130410,산척면,4313041021,산척면,4313041021115059712,1,대지,충청북도 충주시 산척면 송강리 1506,431303238087,충청북도 충주시 산척면 북부로,4.31304102111506e+24,충청북도 충주시 산척면 북부로 3016,27315.0,1.0
MA0101202505A0048543,펫츠아일랜드,동남점,G2,소매,G220,애완동물·용품 소매,G22001,애완동물/애완용품 소매업,G47852,애완용 동물 및 관련용품 소매업,43,충청북도,43111,청주시 상당구,43111720,용암1동,4311112400,용암동,4311112400132649984,1,대지,충청북도 청주시 상당구 용암동 3265,431113236062,충청북도 청주시 상당구 호미로,4.31111240010177e+24,충청북도 청주시 상당구 호미로 3,28808.0,1.0
MA0101202505A0038691,좋은계란,연수점,G2,소매,G205,식료품 소매,G20509,반찬/식료품 소매업,G47219,기타 식료품 소매업,43,충청북도,43130,충주시,43130630,연수동,4313011800,연수동,4313011800106629632,1,대지,충청북도 충주시 연수동 663,431303238045,충청북도 충주시 연수로,4.31301180010663e+24,충청북도 충주시 연수로 55,27342.0,1.0
MA0101202505A0010880,요거트월드충북,진천점,I2,음식,I210,기타 간이,I21008,아이스크림/빙수,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,43,충청북도,43750,진천군,43750250,진천읍,4375025024,진천읍,4375025024105560064,1,대지,충청북도 진천군 진천읍 읍내리 556,437503245007,충청북도 진천군 진천읍 상산로,4.37502502410556e+24,충청북도 진천군 진천읍 상산로 88,27833.0,1.0
MA0101202505A0089133,픽스팟,진천점,G2,소매,G209,섬유·의복·신발 소매,G20911,가방 소매업,G47440,가방 및 기타 가죽제품 소매업,43,충청북도,43750,진천군,43750250,진천읍,4375025021,진천읍,4375025021100310528,1,대지,충청북도 진천군 진천읍 교성리 31-90,437504535063,충청북도 진천군 진천읍 남산8길,4.37502502110031e+24,충청북도 진천군 진천읍 남산8길 2,27838.0,1.0
MA0101202505A0080624,욜로PC방청주,가경점,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,43,충청북도,43113,청주시 흥덕구,43113747,가경동,4311311300,가경동,4311311300117570048,1,대지,충청북도 청주시 흥덕구 가경동 1757,431133237045,충청북도 청주시 흥덕구 서현동로,4.31131130011757e+24,충청북도 청주시 흥덕구 서현동로 4,28378.0,2.0
MA0101202505A0018631,송어마을,율량점,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,43,충청북도,43114,청주시 청원구,43114540,율량.사천동,4311410400,사천동,4311410400102210048,1,대지,충청북도 청주시 청원구 사천동 221-1,431143236054,충청북도 청주시 청원구 주성로,4.31141040010221e+24,충청북도 청주시 청원구 주성로 48,28341.0,1.0
MA0101202505A0003055,처갓집양념치킨오송2,산단점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,43,충청북도,43113,청주시 흥덕구,43113250,오송읍,4311325031,오송읍,4311325031115230208,1,대지,충청북도 청주시 흥덕구 오송읍 봉산리 1523,431133351770,충청북도 청주시 흥덕구 오송읍 오송생명7로,4.31132503111523e+24,충청북도 청주시 흥덕구 오송읍 오송생명7로 118,28221.0,1.0
MA0101202505A0001534,벤셔민현대,백화점,G2,소매,G209,섬유·의복·신발 소매,G20901,남성 의류 소매업,G47411,남자용 겉옷 소매업,43,충청북도,43113,청주시 흥덕구,43113741,복대1동,4311311400,복대동,4311311400133799936,1,대지,충청북도 청주시 흥덕구 복대동 3380,431133236058,충청북도 청주시 흥덕구 직지대로,4.31131140010584e+24,충청북도 청주시 흥덕구 직지대로 308,28424.0,2.0
MA0101202505A0092643,짱탁구장,증평점,R1,예술·스포츠,R103,스포츠 서비스,R10313,탁구장,R91139,그 외 기타 스포츠시설 운영업,43,충청북도,43745,증평군,43745250,증평읍,4374525026,증평읍,4374525026100649984,1,대지,충청북도 증평군 증평읍 창동리 65,437453014040,충청북도 증평군 증평읍 광장로,4.37452502610065e+24,충청북도 증평군 증평읍 광장로 80,27927.0,3.0
MA0101202505A0016641,아이디코인노래연습장성안길,2호점,R1,예술·스포츠,R104,유원지·오락,R10407,노래방,R91223,노래 연습장 운영업,43,충청북도,43111,청주시 상당구,43111545,성안동,4311110200,북문로1가,4311110200100859904,1,대지,충청북도 청주시 상당구 북문로1가 86-3,431113236031,충청북도 청주시 상당구 성안로,4.31111020010086e+24,충청북도 청주시 상당구 성안로 19-1,28526.0,2.0
MA0101202505A0014090,달밤족발,본점,I2,음식,I201,한식,I20103,족발/보쌈,I56111,한식 일반 음식점업,43,충청북도,43114,청주시 청원구,43114253,오창읍,4311425332,오창읍,4311425332106220032,1,대지,충청북도 청주시 청원구 오창읍 주성리 622,431144571746,충청북도 청주시 청원구 오창읍 주성1길,4.31142533210622e+24,충청북도 청주시 청원구 오창읍 주성1길 9,28117.0,1.0
MA0101202505A0088724,흥덕제과흥덕제과,에버세이브점,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,43,충청북도,43112,청주시 서원구,43112560,분평동,4311210500,미평동,4311210500100349952,1,대지,충청북도 청주시 서원구 미평동 35-6,431124511938,충청북도 청주시 서원구 청남로1936번길,4.31131070010035e+24,충청북도 청주시 서원구 청남로1936번길 1,28802.0,2.0
MA0101202505A0058622,우짱베기충북,혁신도시점,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,43,충청북도,43750,진천군,43750253,덕산읍,4375025325,덕산읍,4375025325124830208,1,대지,충청북도 진천군 덕산읍 두촌리 2483,437503245035,충청북도 진천군 덕산읍 시가로,4.37503102512483e+24,충청북도 진천군 덕산읍 시가로 39,27871.0,1.0
MA0101202505A0002658,세븐일레븐청주,교대점,G2,소매,G204,종합 소매,G20405,편의점,G46103,섬유; 의복; 신발 및 가죽제품 중개업,43,충청북도,43112,청주시 서원구,43112570,수곡1동,4311210700,수곡동,4311210700100789760,1,대지,충청북도 청주시 서원구 수곡동 79-10,431123236067,충청북도 청주시 서원구 청남로,4.31131090010079e+24,충청북도 청주시 서원구 청남로 2074,28708.0,1.0
MA0101202505A0093195,비겐체온센터,금왕점,G2,소매,G215,의약·화장품 소매,G21502,의료기기 소매업,G47812,의료용 기구 소매업,43,충청북도,43770,음성군,43770253,금왕읍,4377025321,금왕읍,4.377025321101e+18,1,대지,충청북도 음성군 금왕읍 무극리 100-15,437704541216,충청북도 음성군 금왕읍 무극로324번길,4.377025321101e+24,충청북도 음성군 금왕읍 무극로324번길 19,27636.0,2.0
MA0101202505A0024913,짜글옥충주관아,성내점,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,43,충청북도,43130,충주시,43130515,성내.충인동,4313010100,성내동,4313010100104869888,1,대지,충청북도 충주시 성내동 487,431304514085,충청북도 충주시 관아5길,4.31301010010487e+24,충청북도 충주시 관아5길 2,27388.0,1.0
MA010120220803008177,맘스터치오창2,산단점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,43,충청북도,43114,청주시 청원구,43114253,오창읍,4311425332,오창읍,4311425332105779712,1,대지,충청북도 청주시 청원구 오창읍 주성리 578,431143257076,충청북도 청주시 청원구 오창읍 2산단로,4.31142533210578e+24,충청북도 청주시 청원구 오창읍 2산단로 134,28117.0,1.0
MA010120220802941046,아이벗치킨,진천점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,43,충청북도,43750,진천군,43750250,진천읍,4375025021,진천읍,4375025021100309504,1,대지,충청북도 진천군 진천읍 교성리 31-3,437504535063,충청북도 진천군 진천읍 남산8길,4.37502502110031e+24,충청북도 진천군 진천읍 남산8길 9,27838.0,1.0
MA010120220806632569,에스케이SK매직렌탈,제천점,G2,소매,G208,가전·통신 소매,G20803,가전제품 소매업,G47320,가전제품 소매업,43,충청북도,43150,제천시,43150605,화산동,4315010900,화산동,4315010900110090240,1,대지,충청북도 제천시 화산동 1009,431503239054,충청북도 제천시 원화산로,4.31501090010075e+24,충청북도 제천시 원화산로 43,27197.0,1.0
MA010120220811728959,비겐의료기체온센터,진천점,G2,소매,G215,의약·화장품 소매,G21502,의료기기 소매업,G47812,의료용 기구 소매업,43,충청북도,43750,진천군,43750250,진천읍,4375025024,진천읍,4375025024101420032,1,대지,충청북도 진천군 진천읍 읍내리 142,437504535377,충청북도 진천군 진천읍 중앙북5길,4.37502502410142e+24,충청북도 진천군 진천읍 중앙북5길 15,27833.0,2.0
MA010120220809747052,지에스25제천,금성점,G2,소매,G204,종합 소매,G20405,편의점,G47129,기타 음ㆍ식료품 위주 종합 소매업,43,충청북도,43150,제천시,43150310,금성면,4315031021,금성면,4315031021104659968,1,대지,충청북도 제천시 금성면 구룡리 466-51,431503239070,충청북도 제천시 금성면 청풍호로,4.31503102110466e+24,충청북도 제천시 금성면 청풍호로 1030,27207.0,1.0
MA010120220812032571,블랙야크청주점,롯데아울렛,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47419,기타 의복 소매업,43,충청북도,43113,청주시 흥덕구,43113760,강서1동,4311313800,비하동,4311313800108109824,1,대지,충청북도 청주시 흥덕구 비하동 811,431133014065,충청북도 청주시 흥덕구 2순환로,4.31131380010332e+24,충청북도 청주시 흥덕구 2순환로 1004,28360.0,3.0
MA010120220814048382,다이아필라테스,금천점,P1,교육,P106,기타 교육,P10603,요가/필라테스 학원,P85612,기타 스포츠 교육기관,43,충청북도,43111,청주시 상당구,43111680,금천동,4311112000,금천동,4311112000102689792,1,대지,충청북도 청주시 상당구 금천동 269,431114508297,충청북도 청주시 상당구 산성로98번길,4.31111200010269e+24,충청북도 청주시 상당구 산성로98번길 8,28744.0,2.0
MA010120220809628010,직지세무법인,청주지점,M1,과학·기술,M104,회계·세무,M10402,세무사,M71202,세무사업,43,충청북도,43114,청주시 청원구,43114540,율량.사천동,4311410300,율량동,4311410300110739968,1,대지,충청북도 청주시 청원구 율량동 1074,431142014003,충청북도 청주시 청원구 충청대로,4.31111150011074e+24,충청북도 청주시 청원구 충청대로 97,28334.0,4.0
MA010120220803284379,뉴욕버거,제천점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,43,충청북도,43150,제천시,43150605,화산동,4315012100,강제동,4315012100106840064,1,대지,충청북도 제천시 강제동 684,431503239064,충청북도 제천시 장평천로,4.31501210010278e+24,충청북도 제천시 장평천로 11,27198.0,2.0
